Date,Store,Product,Sales,Price,day,month,lag_1,lag_2,rolling_mean,Predicted,Reorder_Point,Inventory_Status,Revenue,Profit,Anomaly
2023-01-15,Store_A,Bread,96,45,15,1,100.0,91.0,95.66666666666667,95.94,517.6395207336958,LOW,4320,864.0,NO
2023-01-16,Store_A,Bread,103,45,16,1,96.0,100.0,99.66666666666667,101.88,547.3395207336958,LOW,4635,927.0,NO
2023-01-17,Store_A,Bread,101,45,17,1,103.0,96.0,100.0,102.3,549.4395207336959,LOW,4545,909.0,NO
2023-01-18,Store_A,Bread,100,45,18,1,101.0,103.0,101.33333333333333,100.0,537.9395207336959,LOW,4500,900.0,NO
2023-01-19,Store_A,Bread,101,45,19,1,100.0,101.0,100.66666666666667,100.8,541.9395207336959,LOW,4545,909.0,NO
2023-01-20,Store_A,Bread,95,45,20,1,101.0,100.0,98.66666666666667,95.75,516.6895207336959,LOW,4275,855.0,NO
2023-01-21,Store_A,Bread,95,45,21,1,95.0,101.0,97.0,95.88,517.3395207336958,LOW,4275,855.0,NO
2023-01-22,Store_A,Bread,99,45,22,1,95.0,95.0,96.33333333333333,97.7,526.4395207336959,LOW,4455,891.0,NO
2023-01-23,Store_A,Bread,104,45,23,1,99.0,95.0,99.33333333333333,103.87,557.2895207336959,LOW,4680,936.0,NO
2023-01-24,Store_A,Bread,99,45,24,1,104.0,99.0,100.66666666666667,98.62,531.0395207336959,LOW,4455,891.0,NO
2023-01-25,Store_A,Bread,97,45,25,1,99.0,104.0,100.0,98.23,529.0895207336958,LOW,4365,873.0,NO
2023-01-26,Store_A,Bread,101,45,26,1,97.0,99.0,99.0,99.27,534.2895207336958,LOW,4545,909.0,NO
2023-01-27,Store_A,Bread,95,45,27,1,101.0,97.0,97.66666666666667,95.78,516.8395207336958,LOW,4275,855.0,NO
2023-01-28,Store_A,Bread,82,45,28,1,95.0,101.0,92.66666666666667,84.31,459.4895207336959,LOW,3690,738.0,NO
2023-01-29,Store_A,Bread,83,45,29,1,82.0,95.0,86.66666666666667,83.32,454.53952073369584,LOW,3735,747.0,NO
2023-01-30,Store_A,Bread,87,45,30,1,83.0,82.0,84.0,87.29,474.3895207336959,LOW,3915,783.0,NO
2023-01-31,Store_A,Bread,87,45,31,1,87.0,83.0,85.66666666666667,87.15,473.6895207336959,LOW,3915,783.0,NO
2023-02-01,Store_A,Bread,89,45,1,2,87.0,87.0,87.66666666666667,89.12,483.5395207336959,LOW,4005,801.0,NO
2023-02-02,Store_A,Bread,90,45,2,2,89.0,87.0,88.66666666666667,89.58,485.83952073369585,LOW,4050,810.0,NO
2023-02-03,Store_A,Bread,96,45,3,2,90.0,89.0,91.66666666666667,95.39,514.8895207336958,LOW,4320,864.0,NO
2023-02-04,Store_A,Bread,90,45,4,2,96.0,90.0,92.0,91.49,495.38952073369586,LOW,4050,810.0,NO
2023-02-05,Store_A,Bread,80,45,5,2,90.0,96.0,88.66666666666667,82.6,450.9395207336959,LOW,3600,720.0,NO
2023-02-06,Store_A,Bread,76,45,6,2,80.0,90.0,82.0,78.2,428.9395207336959,LOW,3420,684.0,NO
2023-02-07,Store_A,Bread,91,45,7,2,76.0,80.0,82.33333333333333,88.44,480.13952073369586,LOW,4095,819.0,NO
2023-02-08,Store_A,Bread,80,45,8,2,91.0,76.0,82.33333333333333,81.9,447.4395207336959,LOW,3600,720.0,NO
2023-02-09,Store_A,Bread,73,45,9,2,80.0,91.0,81.33333333333333,74.78,411.83952073369585,LOW,3285,657.0,NO
2023-02-10,Store_A,Bread,82,45,10,2,73.0,80.0,78.33333333333333,81.67,446.2895207336959,LOW,3690,738.0,NO
2023-02-11,Store_A,Bread,77,45,11,2,82.0,73.0,77.33333333333333,77.59,425.8895207336959,LOW,3465,693.0,NO
2023-02-12,Store_A,Bread,80,45,12,2,77.0,82.0,79.66666666666667,80.23,439.0895207336959,LOW,3600,720.0,NO
2023-02-13,Store_A,Bread,79,45,13,2,80.0,77.0,78.66666666666667,78.3,429.4395207336959,LOW,3555,711.0,NO
2023-02-14,Store_A,Bread,76,45,14,2,79.0,80.0,78.33333333333333,77.58,425.83952073369585,LOW,3420,684.0,NO
2023-02-15,Store_A,Bread,86,45,15,2,76.0,79.0,80.33333333333333,83.81,456.9895207336959,LOW,3870,774.0,NO
2023-02-16,Store_A,Bread,76,45,16,2,86.0,76.0,79.33333333333333,76.2,418.9395207336959,LOW,3420,684.0,NO
2023-02-17,Store_A,Bread,84,45,17,2,76.0,86.0,82.0,83.56,455.7395207336959,LOW,3780,756.0,NO
2023-02-18,Store_A,Bread,75,45,18,2,84.0,76.0,78.33333333333333,75.73,416.5895207336959,LOW,3375,675.0,NO
2023-02-19,Store_A,Bread,90,45,19,2,75.0,84.0,83.0,89.24,484.13952073369586,LOW,4050,810.0,NO
2023-02-20,Store_A,Bread,72,45,20,2,90.0,75.0,79.0,74.43,410.0895207336959,LOW,3240,648.0,NO
2023-02-21,Store_A,Bread,74,45,21,2,72.0,90.0,78.66666666666667,77.62,426.0395207336959,LOW,3330,666.0,NO
2023-02-22,Store_A,Bread,87,45,22,2,74.0,72.0,77.66666666666667,83.8,456.9395207336959,LOW,3915,783.0,NO
2023-02-23,Store_A,Bread,82,45,23,2,87.0,74.0,81.0,79.98,437.8395207336959,LOW,3690,738.0,NO
2023-02-24,Store_A,Bread,92,45,24,2,82.0,87.0,87.0,91.25,494.1895207336959,LOW,4140,828.0,NO
2023-02-25,Store_A,Bread,85,45,25,2,92.0,82.0,86.33333333333333,85.37,464.7895207336959,LOW,3825,765.0,NO
2023-02-26,Store_A,Bread,81,45,26,2,85.0,92.0,86.0,82.51,450.4895207336959,LOW,3645,729.0,NO
2023-02-27,Store_A,Bread,80,45,27,2,81.0,85.0,82.0,80.99,442.88952073369586,LOW,3600,720.0,NO
2023-02-28,Store_A,Bread,86,45,28,2,80.0,81.0,82.33333333333333,85.85,467.1895207336959,LOW,3870,774.0,NO
2023-03-01,Store_A,Bread,86,45,1,3,86.0,80.0,84.0,86.21,468.9895207336958,LOW,3870,774.0,NO
2023-03-02,Store_A,Bread,97,45,2,3,86.0,86.0,89.66666666666667,95.34,514.6395207336959,LOW,4365,873.0,NO
2023-03-03,Store_A,Bread,95,45,3,3,97.0,86.0,92.66666666666667,93.37,504.7895207336959,LOW,4275,855.0,NO
2023-03-04,Store_A,Bread,87,45,4,3,95.0,97.0,93.0,87.49,475.38952073369586,LOW,3915,783.0,NO
2023-03-05,Store_A,Bread,91,45,5,3,87.0,95.0,91.0,90.69,491.38952073369586,LOW,4095,819.0,NO
2023-03-06,Store_A,Bread,87,45,6,3,91.0,87.0,88.33333333333333,87.32,474.53952073369584,LOW,3915,783.0,NO
2023-03-07,Store_A,Bread,86,45,7,3,87.0,91.0,88.0,86.11,468.4895207336959,LOW,3870,774.0,NO
2023-03-08,Store_A,Bread,91,45,8,3,86.0,87.0,88.0,90.38,489.83952073369585,LOW,4095,819.0,NO
2023-03-09,Store_A,Bread,95,45,9,3,91.0,86.0,90.66666666666667,94.75,511.6895207336959,LOW,4275,855.0,NO
2023-03-10,Store_A,Bread,93,45,10,3,95.0,91.0,93.0,92.39,499.88952073369586,LOW,4185,837.0,NO
2023-03-11,Store_A,Bread,88,45,11,3,93.0,95.0,92.0,88.93,482.5895207336959,LOW,3960,792.0,NO
2023-03-12,Store_A,Bread,104,45,12,3,88.0,93.0,95.0,101.26,544.2395207336958,LOW,4680,936.0,NO
2023-03-13,Store_A,Bread,108,45,13,3,104.0,88.0,100.0,106.28,569.3395207336958,LOW,4860,972.0,NO
2023-03-14,Store_A,Bread,91,45,14,3,108.0,104.0,101.0,93.78,506.83952073369585,LOW,4095,819.0,NO
2023-03-15,Store_A,Bread,95,45,15,3,91.0,108.0,98.0,95.41,514.9895207336958,LOW,4275,855.0,NO
2023-03-16,Store_A,Bread,96,45,16,3,95.0,91.0,94.0,95.52,515.5395207336958,LOW,4320,864.0,NO
2023-03-17,Store_A,Bread,111,45,17,3,96.0,95.0,100.66666666666667,109.86,587.2395207336958,LOW,4995,999.0,NO
2023-03-18,Store_A,Bread,105,45,18,3,111.0,96.0,104.0,105.18,563.839520733696,LOW,4725,945.0,NO
2023-03-19,Store_A,Bread,103,45,19,3,105.0,111.0,106.33333333333333,103.73,556.5895207336958,LOW,4635,927.0,NO
2023-03-20,Store_A,Bread,109,45,20,3,103.0,105.0,105.66666666666667,108.4,579.9395207336959,LOW,4905,981.0,NO
2023-03-21,Store_A,Bread,106,45,21,3,109.0,103.0,106.0,106.94,572.6395207336959,LOW,4770,954.0,NO
2023-03-22,Store_A,Bread,96,45,22,3,106.0,109.0,103.66666666666667,97.99,527.8895207336958,LOW,4320,864.0,NO
2023-03-23,Store_A,Bread,108,45,23,3,96.0,106.0,103.33333333333333,107.66,576.2395207336958,LOW,4860,972.0,NO
2023-03-24,Store_A,Bread,102,45,24,3,108.0,96.0,102.0,102.72,551.5395207336959,LOW,4590,918.0,NO
2023-03-25,Store_A,Bread,99,45,25,3,102.0,108.0,103.0,99.1,533.4395207336959,LOW,4455,891.0,NO
2023-03-26,Store_A,Bread,110,45,26,3,99.0,102.0,103.66666666666667,109.37,584.7895207336959,LOW,4950,990.0,NO
2023-03-27,Store_A,Bread,99,45,27,3,110.0,99.0,102.66666666666667,99.57,535.7895207336958,LOW,4455,891.0,NO
2023-03-28,Store_A,Bread,94,45,28,3,99.0,110.0,101.0,95.17,513.7895207336959,LOW,4230,846.0,NO
2023-03-29,Store_A,Bread,91,45,29,3,94.0,99.0,94.66666666666667,90.87,492.2895207336959,LOW,4095,819.0,NO
2023-03-30,Store_A,Bread,108,45,30,3,91.0,94.0,97.66666666666667,105.73,566.5895207336958,LOW,4860,972.0,NO
2023-03-31,Store_A,Bread,98,45,31,3,108.0,91.0,99.0,100.3,539.4395207336959,LOW,4410,882.0,NO
2023-04-01,Store_A,Bread,95,45,1,4,98.0,108.0,100.33333333333333,96.19,518.8895207336958,LOW,4275,855.0,NO
2023-04-02,Store_A,Bread,93,45,2,4,95.0,98.0,95.33333333333333,92.88,502.33952073369585,LOW,4185,837.0,NO
2023-04-03,Store_A,Bread,103,45,3,4,93.0,95.0,97.0,102.91,552.4895207336958,LOW,4635,927.0,NO
2023-04-04,Store_A,Bread,93,45,4,4,103.0,93.0,96.33333333333333,94.55,510.6895207336959,LOW,4185,837.0,NO
2023-04-05,Store_A,Bread,88,45,5,4,93.0,103.0,94.66666666666667,89.21,483.9895207336958,LOW,3960,792.0,NO
2023-04-06,Store_A,Bread,93,45,6,4,88.0,93.0,91.33333333333333,93.17,503.7895207336959,LOW,4185,837.0,NO
2023-04-07,Store_A,Bread,102,45,7,4,93.0,88.0,94.33333333333333,100.19,538.8895207336958,LOW,4590,918.0,NO
2023-04-08,Store_A,Bread,86,45,8,4,102.0,93.0,93.66666666666667,88.33,479.58952073369585,LOW,3870,774.0,NO
2023-04-09,Store_A,Bread,98,45,9,4,86.0,102.0,95.33333333333333,96.29,519.3895207336959,LOW,4410,882.0,NO
2023-04-10,Store_A,Bread,81,45,10,4,98.0,86.0,88.33333333333333,82.13,448.58952073369585,LOW,3645,729.0,NO
2023-04-11,Store_A,Bread,90,45,11,4,81.0,98.0,89.66666666666667,89.11,483.4895207336959,LOW,4050,810.0,NO
2023-04-12,Store_A,Bread,83,45,12,4,90.0,81.0,84.66666666666667,83.99,457.88952073369586,LOW,3735,747.0,NO
2023-04-13,Store_A,Bread,81,45,13,4,83.0,90.0,84.66666666666667,83.14,453.63952073369586,LOW,3645,729.0,NO
2023-04-14,Store_A,Bread,91,45,14,4,81.0,83.0,85.0,89.46,485.2395207336958,LOW,4095,819.0,NO
2023-04-15,Store_A,Bread,86,45,15,4,91.0,81.0,86.0,85.13,463.58952073369585,LOW,3870,774.0,NO
2023-04-16,Store_A,Bread,96,45,16,4,86.0,91.0,91.0,94.98,512.8395207336958,LOW,4320,864.0,NO
2023-04-17,Store_A,Bread,83,45,17,4,96.0,86.0,88.33333333333333,83.39,454.88952073369586,LOW,3735,747.0,NO
2023-04-18,Store_A,Bread,79,45,18,4,83.0,96.0,86.0,80.33,439.58952073369585,LOW,3555,711.0,NO
2023-04-19,Store_A,Bread,82,45,19,4,79.0,83.0,81.33333333333333,81.23,444.0895207336959,LOW,3690,738.0,NO
2023-04-20,Store_A,Bread,82,45,20,4,82.0,79.0,81.0,80.76,441.7395207336959,LOW,3690,738.0,NO
2023-04-21,Store_A,Bread,79,45,21,4,82.0,82.0,81.0,79.54,435.6395207336959,LOW,3555,711.0,NO
2023-04-22,Store_A,Bread,88,45,22,4,79.0,82.0,83.0,88.27,479.28952073369584,LOW,3960,792.0,NO
2023-04-23,Store_A,Bread,94,45,23,4,88.0,79.0,87.0,91.59,495.8895207336959,LOW,4230,846.0,NO
2023-04-24,Store_A,Bread,86,45,24,4,94.0,88.0,89.33333333333333,87.04,473.1395207336959,LOW,3870,774.0,NO
2023-04-25,Store_A,Bread,87,45,25,4,86.0,94.0,89.0,87.09,473.3895207336959,LOW,3915,783.0,NO
2023-04-26,Store_A,Bread,87,45,26,4,87.0,86.0,86.66666666666667,87.19,473.88952073369586,LOW,3915,783.0,NO
2023-04-27,Store_A,Bread,97,45,27,4,87.0,87.0,90.33333333333333,96.26,519.2395207336958,LOW,4365,873.0,NO
2023-04-28,Store_A,Bread,83,45,28,4,97.0,87.0,89.0,83.92,457.5395207336959,LOW,3735,747.0,NO
2023-04-29,Store_A,Bread,83,45,29,4,83.0,97.0,87.66666666666667,83.53,455.58952073369585,LOW,3735,747.0,NO
2023-04-30,Store_A,Bread,89,45,30,4,83.0,83.0,85.0,88.52,480.53952073369584,LOW,4005,801.0,NO
2023-05-01,Store_A,Bread,83,45,1,5,89.0,83.0,85.0,84.82,462.03952073369584,LOW,3735,747.0,NO
2023-05-02,Store_A,Bread,95,45,2,5,83.0,89.0,89.0,93.54,505.6395207336959,LOW,4275,855.0,NO
2023-05-03,Store_A,Bread,97,45,3,5,95.0,83.0,91.66666666666667,95.68,516.3395207336958,LOW,4365,873.0,NO
2023-05-04,Store_A,Bread,103,45,4,5,97.0,95.0,98.33333333333333,103.42,555.0395207336959,LOW,4635,927.0,NO
2023-05-05,Store_A,Bread,88,45,5,5,103.0,97.0,96.0,90.26,489.2395207336959,LOW,3960,792.0,NO
2023-05-06,Store_A,Bread,91,45,6,5,88.0,103.0,94.0,91.04,493.1395207336959,LOW,4095,819.0,NO
2023-05-07,Store_A,Bread,97,45,7,5,91.0,88.0,92.0,96.57,520.7895207336958,LOW,4365,873.0,NO
2023-05-08,Store_A,Bread,97,45,8,5,97.0,91.0,95.0,97.1,523.4395207336959,LOW,4365,873.0,NO
2023-05-09,Store_A,Bread,95,45,9,5,97.0,97.0,96.33333333333333,94.35,509.6895207336959,LOW,4275,855.0,NO
2023-05-10,Store_A,Bread,94,45,10,5,95.0,97.0,95.33333333333333,93.95,507.6895207336959,LOW,4230,846.0,NO
2023-05-11,Store_A,Bread,111,45,11,5,94.0,95.0,100.0,109.78,586.8395207336958,LOW,4995,999.0,NO
2023-05-12,Store_A,Bread,106,45,12,5,111.0,94.0,103.66666666666667,106.07,568.2895207336958,LOW,4770,954.0,NO
2023-05-13,Store_A,Bread,98,45,13,5,106.0,111.0,105.0,98.79,531.8895207336959,LOW,4410,882.0,NO
2023-05-14,Store_A,Bread,104,45,14,5,98.0,106.0,102.66666666666667,103.55,555.6895207336959,LOW,4680,936.0,NO
2023-05-15,Store_A,Bread,97,45,15,5,104.0,98.0,99.66666666666667,97.3,524.4395207336959,LOW,4365,873.0,NO
2023-05-16,Store_A,Bread,115,45,16,5,97.0,104.0,105.33333333333333,112.36,599.7395207336958,LOW,5175,1035.0,NO
2023-05-17,Store_A,Bread,113,45,17,5,115.0,97.0,108.33333333333333,111.13,593.5895207336958,LOW,5085,1017.0,NO
2023-05-18,Store_A,Bread,104,45,18,5,113.0,115.0,110.66666666666667,105.58,565.8395207336958,LOW,4680,936.0,NO
2023-05-19,Store_A,Bread,109,45,19,5,104.0,113.0,108.66666666666667,109.02,583.0395207336959,LOW,4905,981.0,NO
2023-05-20,Store_A,Bread,110,45,20,5,109.0,104.0,107.66666666666667,108.99,582.8895207336958,LOW,4950,990.0,NO
2023-05-21,Store_A,Bread,113,45,21,5,110.0,109.0,110.66666666666667,111.28,594.3395207336958,LOW,5085,1017.0,NO
2023-05-22,Store_A,Bread,116,45,22,5,113.0,110.0,113.0,115.05,613.1895207336959,LOW,5220,1044.0,NO
2023-05-23,Store_A,Bread,119,45,23,5,116.0,113.0,116.0,116.56,620.7395207336958,LOW,5355,1071.0,NO
2023-05-24,Store_A,Bread,112,45,24,5,119.0,116.0,115.66666666666667,113.16,603.7395207336958,LOW,5040,1008.0,NO
2023-05-25,Store_A,Bread,102,45,25,5,112.0,119.0,111.0,104.07,558.2895207336958,LOW,4590,918.0,NO
2023-05-26,Store_A,Bread,105,45,26,5,102.0,112.0,106.33333333333333,105.31,564.4895207336958,LOW,4725,945.0,NO
2023-05-27,Store_A,Bread,112,45,27,5,105.0,102.0,106.33333333333333,109.95,587.6895207336959,LOW,5040,1008.0,NO
2023-05-28,Store_A,Bread,113,45,28,5,112.0,105.0,110.0,111.49,595.3895207336958,LOW,5085,1017.0,NO
2023-05-29,Store_A,Bread,99,45,29,5,113.0,112.0,108.0,101.79,546.8895207336959,LOW,4455,891.0,NO
2023-05-30,Store_A,Bread,114,45,30,5,99.0,113.0,108.66666666666667,111.65,596.1895207336959,LOW,5130,1026.0,NO
2023-05-31,Store_A,Bread,105,45,31,5,114.0,99.0,106.0,106.2,568.9395207336959,LOW,4725,945.0,NO
2023-06-01,Store_A,Bread,102,45,1,6,105.0,114.0,107.0,103.7,556.4395207336959,LOW,4590,918.0,NO
2023-06-02,Store_A,Bread,101,45,2,6,102.0,105.0,102.66666666666667,100.56,540.7395207336958,LOW,4545,909.0,NO
2023-06-03,Store_A,Bread,100,45,3,6,101.0,102.0,101.0,99.23,534.0895207336958,LOW,4500,900.0,NO
2023-06-04,Store_A,Bread,112,45,4,6,100.0,101.0,104.33333333333333,110.21,588.9895207336958,LOW,5040,1008.0,NO
2023-06-05,Store_A,Bread,102,45,5,6,112.0,100.0,104.66666666666667,103.93,557.589520733696,LOW,4590,918.0,NO
2023-06-06,Store_A,Bread,92,45,6,6,102.0,112.0,102.0,94.7,511.4395207336959,LOW,4140,828.0,NO
2023-06-07,Store_A,Bread,93,45,7,6,92.0,102.0,95.66666666666667,92.69,501.38952073369586,LOW,4185,837.0,NO
2023-06-08,Store_A,Bread,101,45,8,6,93.0,92.0,95.33333333333333,100.59,540.8895207336959,LOW,4545,909.0,NO
2023-06-09,Store_A,Bread,104,45,9,6,101.0,93.0,99.33333333333333,103.7,556.4395207336959,LOW,4680,936.0,NO
2023-06-10,Store_A,Bread,108,45,10,6,104.0,101.0,104.33333333333333,107.22,574.0395207336959,LOW,4860,972.0,NO
2023-06-11,Store_A,Bread,107,45,11,6,108.0,104.0,106.33333333333333,107.7,576.4395207336959,LOW,4815,963.0,NO
2023-06-12,Store_A,Bread,99,45,12,6,107.0,108.0,104.66666666666667,99.63,536.0895207336958,LOW,4455,891.0,NO
2023-06-13,Store_A,Bread,102,45,13,6,99.0,107.0,102.66666666666667,102.46,550.2395207336958,LOW,4590,918.0,NO
2023-06-14,Store_A,Bread,97,45,14,6,102.0,99.0,99.33333333333333,97.3,524.4395207336959,LOW,4365,873.0,NO
2023-06-15,Store_A,Bread,86,45,15,6,97.0,102.0,95.0,87.76,476.7395207336959,LOW,3870,774.0,NO
2023-06-16,Store_A,Bread,87,45,16,6,86.0,97.0,90.0,87.65,476.1895207336959,LOW,3915,783.0,NO
2023-06-17,Store_A,Bread,88,45,17,6,87.0,86.0,87.0,88.87,482.2895207336959,LOW,3960,792.0,NO
2023-06-18,Store_A,Bread,99,45,18,6,88.0,87.0,91.33333333333333,98.01,527.9895207336958,LOW,4455,891.0,NO
2023-06-19,Store_A,Bread,83,45,19,6,99.0,88.0,90.0,85.99,467.88952073369586,LOW,3735,747.0,NO
2023-06-20,Store_A,Bread,90,45,20,6,83.0,99.0,90.66666666666667,89.62,486.0395207336959,LOW,4050,810.0,NO
2023-06-21,Store_A,Bread,101,45,21,6,90.0,83.0,91.33333333333333,99.69,536.3895207336958,LOW,4545,909.0,NO
2023-06-22,Store_A,Bread,101,45,22,6,101.0,90.0,97.33333333333333,100.85,542.1895207336959,LOW,4545,909.0,NO
2023-06-23,Store_A,Bread,92,45,23,6,101.0,101.0,98.0,92.99,502.88952073369586,LOW,4140,828.0,NO
2023-06-24,Store_A,Bread,87,45,24,6,92.0,101.0,93.33333333333333,88.12,478.5395207336959,LOW,3915,783.0,NO
2023-06-25,Store_A,Bread,93,45,25,6,87.0,92.0,90.66666666666667,93.6,505.9395207336959,LOW,4185,837.0,NO
2023-06-26,Store_A,Bread,88,45,26,6,93.0,87.0,89.33333333333333,88.76,481.7395207336959,LOW,3960,792.0,NO
2023-06-27,Store_A,Bread,101,45,27,6,88.0,93.0,94.0,98.77,531.7895207336958,LOW,4545,909.0,NO
2023-06-28,Store_A,Bread,104,45,28,6,101.0,88.0,97.66666666666667,103.3,554.4395207336959,LOW,4680,936.0,NO
2023-06-29,Store_A,Bread,91,45,29,6,104.0,101.0,98.66666666666667,92.23,499.0895207336959,LOW,4095,819.0,NO
2023-06-30,Store_A,Bread,91,45,30,6,91.0,104.0,95.33333333333333,91.92,497.5395207336959,LOW,4095,819.0,NO
2023-07-01,Store_A,Bread,94,45,1,7,91.0,91.0,92.0,95.08,513.3395207336958,LOW,4230,846.0,NO
2023-07-02,Store_A,Bread,101,45,2,7,94.0,91.0,95.33333333333333,100.18,538.8395207336958,LOW,4545,909.0,NO
2023-07-03,Store_A,Bread,97,45,3,7,101.0,94.0,97.33333333333333,99.36,534.7395207336958,LOW,4365,873.0,NO
2023-07-04,Store_A,Bread,91,45,4,7,97.0,101.0,96.33333333333333,91.62,496.0395207336959,LOW,4095,819.0,NO
2023-07-05,Store_A,Bread,97,45,5,7,91.0,97.0,95.0,95.23,514.0895207336958,LOW,4365,873.0,NO
2023-07-06,Store_A,Bread,106,45,6,7,97.0,91.0,98.0,104.65,561.1895207336959,LOW,4770,954.0,NO
2023-07-07,Store_A,Bread,93,45,7,7,106.0,97.0,98.66666666666667,94.08,508.33952073369585,LOW,4185,837.0,NO
2023-07-08,Store_A,Bread,96,45,8,7,93.0,106.0,98.33333333333333,95.29,514.3895207336959,LOW,4320,864.0,NO
2023-07-09,Store_A,Bread,112,45,9,7,96.0,93.0,100.33333333333333,110.64,591.1395207336959,LOW,5040,1008.0,NO
2023-07-10,Store_A,Bread,112,45,10,7,112.0,96.0,106.66666666666667,109.77,586.7895207336959,LOW,5040,1008.0,NO
2023-07-11,Store_A,Bread,107,45,11,7,112.0,112.0,110.33333333333333,107.73,576.5895207336958,LOW,4815,963.0,NO
2023-07-12,Store_A,Bread,112,45,12,7,107.0,112.0,110.33333333333333,110.77,591.7895207336959,LOW,5040,1008.0,NO
2023-07-13,Store_A,Bread,106,45,13,7,112.0,107.0,108.33333333333333,107.34,574.6395207336959,LOW,4770,954.0,NO
2023-07-14,Store_A,Bread,119,45,14,7,106.0,112.0,112.33333333333333,116.24,619.1395207336958,LOW,5355,1071.0,NO
2023-07-15,Store_A,Bread,110,45,15,7,119.0,106.0,111.66666666666667,110.96,592.7395207336958,LOW,4950,990.0,NO
2023-07-16,Store_A,Bread,112,45,16,7,110.0,119.0,113.66666666666667,111.98,597.8395207336958,LOW,5040,1008.0,NO
2023-07-17,Store_A,Bread,112,45,17,7,112.0,110.0,111.33333333333333,110.66,591.2395207336958,LOW,5040,1008.0,NO
2023-07-18,Store_A,Bread,105,45,18,7,112.0,112.0,109.66666666666667,106.23,569.0895207336958,LOW,4725,945.0,NO
2023-07-19,Store_A,Bread,106,45,19,7,105.0,112.0,107.66666666666667,105.24,564.1395207336958,LOW,4770,954.0,NO
2023-01-03,Store_A,Eggs,53,26,3,1,55.0,54.0,54.0,54.41,308.9808256336044,LOW,1378,275.6,NO
2023-01-04,Store_A,Eggs,48,26,4,1,53.0,55.0,52.0,48.01,276.9808256336044,LOW,1248,249.60000000000002,NO
2023-01-05,Store_A,Eggs,68,26,5,1,48.0,53.0,56.333333333333336,64.83,361.08082563360443,LOW,1768,353.6,NO
2023-01-06,Store_A,Eggs,55,26,6,1,68.0,48.0,57.0,56.94,321.63082563360445,LOW,1430,286.0,NO
2023-01-07,Store_A,Eggs,66,26,7,1,55.0,68.0,63.0,64.7,360.43082563360446,LOW,1716,343.20000000000005,NO
2023-01-08,Store_A,Eggs,70,26,8,1,66.0,55.0,63.666666666666664,68.05,377.18082563360446,LOW,1820,364.0,NO
2023-01-09,Store_A,Eggs,53,26,9,1,70.0,66.0,63.0,54.59,309.8808256336045,LOW,1378,275.6,NO
2023-01-10,Store_A,Eggs,55,26,10,1,53.0,70.0,59.333333333333336,55.96,316.73082563360447,LOW,1430,286.0,NO
2023-01-11,Store_A,Eggs,56,26,11,1,55.0,53.0,54.666666666666664,56.84,321.1308256336045,LOW,1456,291.2,NO
2023-01-12,Store_A,Eggs,58,26,12,1,56.0,55.0,56.333333333333336,58.78,330.83082563360443,LOW,1508,301.6,NO
2023-01-13,Store_A,Eggs,63,26,13,1,58.0,56.0,59.0,62.07,347.2808256336045,LOW,1638,327.6,NO
2023-01-14,Store_A,Eggs,69,26,14,1,63.0,58.0,63.333333333333336,67.32,373.5308256336044,LOW,1794,358.8,NO
2023-01-15,Store_A,Eggs,60,26,15,1,69.0,63.0,64.0,61.32,343.5308256336045,LOW,1560,312.0,NO
2023-01-16,Store_A,Eggs,62,26,16,1,60.0,69.0,63.666666666666664,62.7,350.43082563360446,LOW,1612,322.40000000000003,NO
2023-01-17,Store_A,Eggs,69,26,17,1,62.0,60.0,63.666666666666664,67.79,375.8808256336045,LOW,1794,358.8,NO
2023-01-18,Store_A,Eggs,75,26,18,1,69.0,62.0,68.66666666666667,74.26,408.23082563360447,LOW,1950,390.0,NO
2023-01-19,Store_A,Eggs,57,26,19,1,75.0,69.0,67.0,61.0,341.93082563360446,LOW,1482,296.40000000000003,NO
2023-01-20,Store_A,Eggs,65,26,20,1,57.0,75.0,65.66666666666667,65.48,364.3308256336045,LOW,1690,338.0,NO
2023-01-21,Store_A,Eggs,57,26,21,1,65.0,57.0,59.666666666666664,57.28,323.33082563360443,LOW,1482,296.40000000000003,NO
2023-01-22,Store_A,Eggs,73,26,22,1,57.0,65.0,65.0,71.03,392.08082563360443,LOW,1898,379.6,NO
2023-01-23,Store_A,Eggs,63,26,23,1,73.0,57.0,64.33333333333333,64.14,357.63082563360445,LOW,1638,327.6,NO
2023-01-24,Store_A,Eggs,58,26,24,1,63.0,73.0,64.66666666666667,60.4,338.93082563360446,LOW,1508,301.6,NO
2023-01-25,Store_A,Eggs,62,26,25,1,58.0,63.0,61.0,62.17,347.7808256336045,LOW,1612,322.40000000000003,NO
2023-01-26,Store_A,Eggs,66,26,26,1,62.0,58.0,62.0,65.78,365.83082563360443,LOW,1716,343.20000000000005,NO
2023-01-27,Store_A,Eggs,68,26,27,1,66.0,62.0,65.33333333333333,68.28,378.33082563360443,LOW,1768,353.6,NO
2023-01-28,Store_A,Eggs,53,26,28,1,68.0,66.0,62.333333333333336,54.93,311.58082563360443,LOW,1378,275.6,NO
2023-01-29,Store_A,Eggs,63,26,29,1,53.0,68.0,61.333333333333336,62.73,350.58082563360443,LOW,1638,327.6,NO
2023-01-30,Store_A,Eggs,51,26,30,1,63.0,53.0,55.666666666666664,52.72,300.5308256336045,LOW,1326,265.2,NO
